ra dec parallax parallax_error
182.81068172451413 47.82876027235486 0.981761064258708 0.03005114133555668
19.627981288420923 -67.91816504623725 0.5439393259483818 0.027507326484733197
238.37938952521603 12.961103453571043 0.9509545234623422 0.04460044696503721
328.0117102357348 22.57479030203625 1.46354746680814 0.03202894410606014
174.5084739417304 16.543328471386328 0.5942697178968246 0.04064028504442668
311.86820684650934 12.464109033304622 1.6849267079093464 0.03229452448325535
116.19509748167224 -13.098977985209293 0.7000812978042014 0.03968672068399423
23.034102761723613 1.3415398893831534 1.519155711886289 0.07627399245848218
244.85759945568353 29.713117242592677 0.646572900172126 0.033545415933577245
203.32514964823073 53.987204079284496 0.9226776601554264 0.0277293177259507
72.43447804636894 -15.741221280014507 1.6231508769520144 0.030663027067728856
232.6633688016395 35.784482213688115 0.7385594541180772 0.05250889765525983
209.391827377133 29.85792648835402 0.7676243596489962 0.031498013036693064
187.62692172930417 -26.047465542847906 1.2076288635164631 0.05156092223131613
26.248585704442235 -30.05942769456329 0.5014196394051259 0.03905166368033055
184.44395433290236 69.51058913739072 1.014066110376475 0.029815099219171536
214.15239839987927 42.359774907555376 0.7467898795468167 0.028452193276454776
268.63002046340915 30.410456127566015 0.8596407806729365 0.023811570543563136
148.36825280784984 2.0572164911436563 1.2466456145459617 0.04437268305342969
182.14595017470748 -0.4567631295743573 1.2086325151811559 0.08103697681919055
314.1179041053232 30.427829573725067 0.9808283621300752 0.0333771473267856
293.0865730780513 -23.85378063282648 1.399061565395444 0.04079070110106442
273.39768981874994 -34.31728025651043 1.109923977974132 0.0573535062312295
247.6697790456607 18.366911823689748 0.9796588558413272 0.05893155079179997
319.88498971849367 -15.117064849209926 0.8479840430938562 0.06680666689285214
