IAUNAME,SOURCEID,VARID,FIELDID,CUEVENTID,RA2000,DEC2000,CEPHTYPE,CEPHSUBTYPE,CEPHMODE,PERIOD,YNEPOCHS,YMEANMAG,YMAGERR,YAMPL,YAMPLERR,JNEPOCHS,JMEANMAG,JMAGERR,JAMPL,JAMPLERR,KSNEPOCHS,KSMEANMAG,KSMAGERR,KSAMPL,KSAMPLERR,NOTES,ORIGVSAREL,ORIGVSASOURCEID,CATALOGUE,EXTERNALID
VMC J004504.69-725904.81,558348207994.0,8874.0,SMC_4_3,871.0,11.269583,-72.984667,DCEP,NONE,F,1.7320820093154907,6.0,16.219999313354492,0.006000000052154064,0.5400000214576721,0.019999999552965164,6.0,16.00200080871582,0.008999999612569809,0.4399999976158142,0.05000000074505806,16.0,15.723999977111816,0.006000000052154064,0.25999999046325684,0.012000000104308128,NONE,VMCv20140903,558390873317.0,OGLE-IV,OGLE-SMC-CEP-0709
VMC J004501.40-731231.84,558348208856.0,8865.0,SMC_4_3,871.0,11.255833,-73.208861,DCEP,NONE,F,4.340974807739258,6.0,15.109000205993652,0.004999999888241291,0.30000001192092896,0.019999999552965164,6.0,14.84000015258789,0.0020000000949949026,0.36000001430511475,0.009999999776482582,16.0,14.47700023651123,0.007000000216066837,0.296999990940094,0.017999999225139618,NONE,VMCv20140903,558390873053.0,OGLE-IV,OGLE-SMC-CEP-0700
VMC J004503.46-731516.91,558348209270.0,8869.0,SMC_4_3,871.0,11.264417,-73.254722,DCEP,NONE,F,4.511411190032959,6.0,14.996999740600586,0.01600000075995922,0.6000000238418579,0.11999999731779099,6.0,14.753000259399414,0.013000000268220901,0.3400000035762787,0.03999999910593033,16.0,14.407999992370605,0.007000000216066837,0.2329999953508377,0.009999999776482582,NONE,VMCv20140903,558390874374.0,OGLE-IV,OGLE-SMC-CEP-0704
VMC J004501.94-732309.56,558348209516.0,8867.0,SMC_4_3,871.0,11.258042,-73.386,DCEP,NONE,FO,1.1674649715423584,6.0,16.459999084472656,0.006000000052154064,0.029999999329447746,0.009999999776482582,6.0,16.256999969482422,0.006000000052154064,0.05000000074505806,0.019999999552965164,16.0,15.935999870300293,0.007000000216066837,0.024000000208616257,0.008999999612569809,NONE,VMCv20140903,558390874622.0,OGLE-IV,OGLE-SMC-CEP-0702
VMC J004508.84-725802.37,558348210646.0,8882.0,SMC_4_3,871.0,11.286875,-72.967333,DCEP,NONE,F,1.721379041671753,6.0,16.559999465942383,0.017999999225139618,0.2800000011920929,0.029999999329447746,6.0,16.166000366210938,0.007000000216066837,0.15000000596046448,0.019999999552965164,16.0,15.862000465393066,0.007000000216066837,0.1770000010728836,0.013000000268220901,NONE,VMCv20140903,558390875844.0,OGLE-IV,OGLE-SMC-CEP-0717
VMC J004501.33-733032.07,558348210745.0,11012.0,SMC_4_3,871.0,11.255583,-73.508944,DCEP,NONE,FO,0.7461569905281067,6.0,16.007999420166016,0.014999999664723873,0.03999999910593033,0.009999999776482582,6.0,15.649999618530273,0.004000000189989805,0.05999999865889549,0.009999999776482582,16.0,15.204000473022461,0.004999999888241291,0.02199999988079071,0.00800000037997961,11,VMCv20140903,558390875951.0,OGLE-IV,OGLE-SMC-CEP-0699
VMC J004505.91-731551.38,558348210868.0,8878.0,SMC_4_3,871.0,11.274667,-73.264278,DCEP,NONE,FO,1.1120250225067139,6.0,16.847000122070312,0.02199999988079071,0.3100000023841858,0.03999999910593033,6.0,16.5049991607666,0.009999999776482582,0.2199999988079071,0.019999999552965164,16.0,16.149999618530273,0.00800000037997961,0.14499999582767487,0.013000000268220901,NONE,VMCv20140903,558390876034.0,OGLE-IV,OGLE-SMC-CEP-0713
VMC J004506.70-725450.91,558348210902.0,8881.0,SMC_4_3,871.0,11.277917,-72.914139,DCEP,NONE,F,1.4266610145568848,6.0,16.795000076293945,0.013000000268220901,0.1599999964237213,0.03999999910593033,6.0,16.493999481201172,0.013000000268220901,0.14000000059604645,0.009999999776482582,16.0,16.207000732421875,0.009999999776482582,0.11500000208616257,0.017000000923871994,NONE,VMCv20140903,558390876153.0,OGLE-IV,OGLE-SMC-CEP-0716
VMC J004502.45-733502.05,558348211030.0,8868.0,SMC_4_3,871.0,11.260208,-73.583944,DCEP,NONE,F/FO,1.3758480548858643,6.0,17.114999771118164,0.008999999612569809,0.07000000029802322,0.029999999329447746,6.0,16.83099937438965,0.017999999225139618,0.10000000149011612,0.019999999552965164,16.0,16.458999633789062,0.00800000037997961,0.0430000014603138,0.014000000432133675,NONE,VMCv20140903,558390876209.0,OGLE-IV,OGLE-SMC-CEP-0703
VMC J004506.17-730911.18,558348211287.0,8880.0,SMC_4_3,871.0,11.27575,-73.153111,DCEP,NONE,F,1.2411370277404785,6.0,17.079999923706055,0.03799999877810478,0.25999999046325684,0.05999999865889549,6.0,16.805999755859375,0.02199999988079071,0.25,0.029999999329447746,16.0,16.48900032043457,0.010999999940395355,0.17100000381469727,0.017999999225139618,NONE,VMCv20140903,558390879013.0,OGLE-IV,OGLE-SMC-CEP-0715
VMC J004505.74-731927.69,558348211292.0,8877.0,SMC_4_3,871.0,11.273917,-73.324361,DCEP,NONE,F,1.6481610536575317,6.0,16.746000289916992,0.00800000037997961,0.3199999928474426,0.019999999552965164,6.0,16.434999465942383,0.008999999612569809,0.20000000298023224,0.029999999329447746,16.0,16.09000015258789,0.007000000216066837,0.16699999570846558,0.014999999664723873,NONE,VMCv20140903,558390882185.0,OGLE-IV,OGLE-SMC-CEP-0712
VMC J004504.19-731012.23,558348211429.0,8871.0,SMC_4_3,871.0,11.2675,-73.170056,DCEP,NONE,F,2.19600510597229,6.0,16.45800018310547,0.014999999664723873,0.11999999731779099,0.029999999329447746,6.0,16.163999557495117,0.007000000216066837,0.14000000059604645,0.009999999776482582,16.0,15.708000183105469,0.006000000052154064,0.14000000059604645,0.010999999940395355,NONE,VMCv20140903,558390878024.0,OGLE-IV,OGLE-SMC-CEP-0706
VMC J004503.56-731828.00,558348211812.0,8870.0,SMC_4_3,871.0,11.264833,-73.307778,DCEP,NONE,F,10.485477447509766,6.0,14.270000457763672,0.003000000026077032,0.30000001192092896,0.0,6.0,13.918000221252441,0.0020000000949949026,0.23999999463558197,0.0,16.0,13.46399974822998,0.0020000000949949026,0.2150000035762787,0.003000000026077032,NONE,VMCv20140903,558390876841.0,OGLE-IV,OGLE-SMC-CEP-0705
VMC J004511.90-725022.64,558348212530.0,11000.0,SMC_4_3,871.0,11.299583,-72.839611,DCEP,NONE,F,1.5859789848327637,6.0,14.967000007629395,0.003000000026077032,0.05999999865889549,0.009999999776482582,6.0,14.586999893188477,0.0020000000949949026,0.05000000074505806,0.009999999776482582,16.0,14.069999694824219,0.003000000026077032,0.04399999976158142,0.00800000037997961,10,VMCv20140903,558390877658.0,OGLE-IV,OGLE-SMC-CEP-0723
VMC J004506.03-731718.89,558348213084.0,8879.0,SMC_4_3,871.0,11.275208,-73.288583,DCEP,NONE,F,1.685505986213684,6.0,16.89900016784668,0.007000000216066837,0.27000001072883606,0.009999999776482582,6.0,16.525999069213867,0.012000000104308128,0.2199999988079071,0.019999999552965164,16.0,16.07699966430664,0.00800000037997961,0.2070000022649765,0.010999999940395355,NONE,VMCv20140903,558390878795.0,OGLE-IV,OGLE-SMC-CEP-0714
VMC J004509.26-731309.72,558348213309.0,8884.0,SMC_4_3,871.0,11.288583,-73.219389,DCEP,NONE,FO,1.3543490171432495,6.0,16.343000411987305,0.004999999888241291,0.09000000357627869,0.019999999552965164,6.0,16.10099983215332,0.004999999888241291,0.07999999821186066,0.009999999776482582,16.0,15.8100004196167,0.006000000052154064,0.03200000151991844,0.010999999940395355,NONE,VMCv20140903,558390884210.0,OGLE-IV,OGLE-SMC-CEP-0719
VMC J004509.21-731509.08,558348213403.0,8883.0,SMC_4_3,871.0,11.288375,-73.252528,DCEP,NONE,FO,1.0876879692077637,6.0,16.72100067138672,0.008999999612569809,0.28999999165534973,0.019999999552965164,6.0,16.464000701904297,0.006000000052154064,0.1899999976158142,0.009999999776482582,16.0,16.142000198364258,0.00800000037997961,0.13300000131130219,0.014999999664723873,NONE,VMCv20140903,558390878720.0,OGLE-IV,OGLE-SMC-CEP-0718
VMC J004512.37-725736.92,558348213420.0,8887.0,SMC_4_3,871.0,11.301583,-72.96025,DCEP,NONE,F,1.7792730331420898,6.0,16.30299949645996,0.004999999888241291,0.6499999761581421,0.03999999910593033,6.0,15.925999641418457,0.007000000216066837,0.3499999940395355,0.019999999552965164,16.0,15.727999687194824,0.01600000075995922,0.22599999606609344,0.04399999976158142,NONE,VMCv20140903,558390879094.0,OGLE-IV,OGLE-SMC-CEP-0724
VMC J004513.41-724839.11,558348213493.0,8892.0,SMC_4_3,871.0,11.305833,-72.810861,DCEP,NONE,F,1.2400089502334595,6.0,17.00200080871582,0.009999999776482582,0.25,0.019999999552965164,6.0,16.757999420166016,0.007000000216066837,0.2199999988079071,0.009999999776482582,16.0,16.444000244140625,0.009999999776482582,0.17499999701976776,0.014999999664723873,NONE,VMCv20140903,558390879228.0,OGLE-IV,OGLE-SMC-CEP-0729
VMC J004510.04-731858.15,558348215318.0,8885.0,SMC_4_3,871.0,11.291875,-73.316139,DCEP,NONE,F,1.859110951423645,6.0,16.399999618530273,0.009999999776482582,0.3199999928474426,0.019999999552965164,6.0,16.152000427246094,0.006000000052154064,0.25999999046325684,0.0,16.0,15.831999778747559,0.007000000216066837,0.17000000178813934,0.008999999612569809,NONE,VMCv20140903,558390880801.0,OGLE-IV,OGLE-SMC-CEP-0720
VMC J004516.29-725320.44,558348216005.0,8900.0,SMC_4_3,871.0,11.317875,-72.889,DCEP,NONE,F,1.9147510528564453,6.0,16.288999557495117,0.026000000536441803,0.8199999928474426,0.05999999865889549,6.0,16.05299949645996,0.007000000216066837,0.5199999809265137,0.07999999821186066,16.0,15.739999771118164,0.004999999888241291,0.30000001192092896,0.00800000037997961,NONE,VMCv20140903,558390882089.0,OGLE-IV,OGLE-SMC-CEP-0737
VMC J004511.36-731402.84,558348216563.0,10951.0,SMC_4_3,871.0,11.298125,-73.234417,DCEP,NONE,FO,1.4936410188674927,6.0,14.817000389099121,0.003000000026077032,0.009999999776482582,0.009999999776482582,6.0,14.638999938964844,0.004000000189989805,0.03999999910593033,0.009999999776482582,16.0,14.437999725341797,0.004000000189989805,0.014999999664723873,0.006000000052154064,"1,2",VMCv20140903,558390881706.0,OGLE-IV,OGLE-SMC-CEP-0721
VMC J004512.57-731146.64,558348216567.0,8889.0,SMC_4_3,871.0,11.302375,-73.196389,DCEP,NONE,F,1.719122052192688,6.0,16.625,0.008999999612569809,0.20999999344348907,0.019999999552965164,6.0,16.165000915527344,0.004999999888241291,0.20999999344348907,0.019999999552965164,16.0,15.619999885559082,0.006000000052154064,0.10700000077486038,0.009999999776482582,NONE,VMCv20140903,558390883295.0,OGLE-IV,OGLE-SMC-CEP-0726
VMC J004511.69-732707.18,558348217338.0,8886.0,SMC_4_3,871.0,11.298667,-73.452,DCEP,NONE,F,1.2440359592437744,6.0,17.115999221801758,0.00800000037997961,0.550000011920929,0.029999999329447746,6.0,16.82900047302246,0.00800000037997961,0.3700000047683716,0.019999999552965164,16.0,16.51799964904785,0.009999999776482582,0.25,0.023000000044703484,NONE,VMCv20140903,558390882410.0,OGLE-IV,OGLE-SMC-CEP-0722
VMC J004520.65-723844.61,558348217430.0,8907.0,SMC_4_3,871.0,11.336042,-72.645722,DCEP,NONE,FO,0.8596900105476379,6.0,16.878000259399414,0.006000000052154064,0.2199999988079071,0.03999999910593033,6.0,16.621000289916992,0.024000000208616257,0.20000000298023224,0.03999999910593033,16.0,16.371999740600586,0.009999999776482582,0.12099999934434891,0.017999999225139618,NONE,VMCv20140903,558390882598.0,OGLE-IV,OGLE-SMC-CEP-0744
VMC J004513.16-731500.98,558348217469.0,8891.0,SMC_4_3,871.0,11.304833,-73.250278,DCEP,NONE,F,2.5991899967193604,6.0,16.38599967956543,0.010999999940395355,0.1599999964237213,0.009999999776482582,6.0,16.030000686645508,0.014999999664723873,0.10999999940395355,0.029999999329447746,16.0,15.579000473022461,0.004000000189989805,0.1459999978542328,0.007000000216066837,NONE,VMCv20140903,558390883852.0,OGLE-IV,OGLE-SMC-CEP-0728
VMC J004514.04-732232.12,558348218269.0,8894.0,SMC_4_3,871.0,11.3085,-73.375583,DCEP,NONE,FO,1.3512040376663208,6.0,16.448999404907227,0.004999999888241291,0.23000000417232513,0.009999999776482582,6.0,16.18199920654297,0.006000000052154064,0.1599999964237213,0.009999999776482582,16.0,15.829999923706055,0.006000000052154064,0.10499999672174454,0.010999999940395355,NONE,VMCv20140903,558390883489.0,OGLE-IV,OGLE-SMC-CEP-0731
VMC J004512.43-733317.23,558348218972.0,8888.0,SMC_4_3,871.0,11.301792,-73.554778,DCEP,NONE,FO,1.740317940711975,6.0,16.423999786376953,0.006000000052154064,0.12999999523162842,0.019999999552965164,6.0,16.124000549316406,0.006000000052154064,0.10000000149011612,0.009999999776482582,16.0,15.755000114440918,0.004999999888241291,0.07400000095367432,0.008999999612569809,NONE,VMCv20140903,558390884099.0,OGLE-IV,OGLE-SMC-CEP-0725
VMC J004514.56-731237.90,558348219839.0,8896.0,SMC_4_3,871.0,11.310625,-73.210528,DCEP,NONE,F,4.505880832672119,6.0,15.371000289916992,0.0020000000949949026,0.4699999988079071,0.009999999776482582,6.0,14.956000328063965,0.024000000208616257,0.3400000035762787,0.03999999910593033,16.0,14.550999641418457,0.006000000052154064,0.2409999966621399,0.009999999776482582,NONE,VMCv20140903,558390884380.0,OGLE-IV,OGLE-SMC-CEP-0733
VMC J004515.31-732730.35,558348219957.0,8898.0,SMC_4_3,871.0,11.313833,-73.458417,DCEP,NONE,FO,0.6026570200920105,6.0,18.048999786376953,0.017000000923871994,0.20999999344348907,0.05999999865889549,6.0,17.81800079345703,0.014000000432133675,0.10999999940395355,0.019999999552965164,16.0,17.472000122070312,0.01899999938905239,0.07599999755620956,0.029999999329447746,NONE,VMCv20140903,558390885199.0,OGLE-IV,OGLE-SMC-CEP-0735
VMC J004514.48-732926.80,558348220020.0,8895.0,SMC_4_3,871.0,11.310333,-73.49075,DCEP,NONE,F,1.5925689935684204,6.0,16.67799949645996,0.006000000052154064,0.550000011920929,0.03999999910593033,6.0,16.427000045776367,0.008999999612569809,0.3499999940395355,0.019999999552965164,16.0,16.114999771118164,0.007000000216066837,0.33000001311302185,0.014999999664723873,NONE,VMCv20140903,558390885278.0,OGLE-IV,OGLE-SMC-CEP-0732
VMC J004518.04-730813.56,558348220217.0,8902.0,SMC_4_3,871.0,11.325167,-73.137111,DCEP,NONE,F,1.8692749738693237,6.0,16.69300079345703,0.008999999612569809,0.3499999940395355,0.019999999552965164,6.0,16.35300064086914,0.006000000052154064,0.28999999165534973,0.009999999776482582,16.0,15.939000129699707,0.006000000052154064,0.20800000429153442,0.008999999612569809,NONE,VMCv20140903,558390885733.0,OGLE-IV,OGLE-SMC-CEP-0739
VMC J004514.73-733517.25,558348221451.0,8897.0,SMC_4_3,871.0,11.311375,-73.588111,DCEP,NONE,FO,1.7377409934997559,6.0,16.31599998474121,0.006000000052154064,0.27000001072883606,0.019999999552965164,6.0,16.062000274658203,0.004000000189989805,0.1599999964237213,0.009999999776482582,16.0,15.770999908447266,0.006000000052154064,0.12399999797344208,0.00800000037997961,NONE,VMCv20140903,558390886164.0,OGLE-IV,OGLE-SMC-CEP-0734
VMC J004517.78-732059.28,558348221520.0,8901.0,SMC_4_3,871.0,11.324042,-73.349778,DCEP,NONE,FO,0.9838269948959351,6.0,17.03700065612793,0.03200000151991844,0.2800000011920929,0.07999999821186066,6.0,16.799999237060547,0.00800000037997961,0.25,0.03999999910593033,16.0,16.413000106811523,0.008999999612569809,0.11900000274181366,0.01600000075995922,NONE,VMCv20140903,558390886834.0,OGLE-IV,OGLE-SMC-CEP-0738
VMC J004519.40-731330.78,558348221620.0,8904.0,SMC_4_3,871.0,11.330833,-73.225222,DCEP,NONE,F,1.934928059577942,6.0,16.542999267578125,0.004999999888241291,0.23000000417232513,0.029999999329447746,6.0,16.273000717163086,0.004999999888241291,0.25999999046325684,0.009999999776482582,16.0,15.949999809265137,0.006000000052154064,0.2029999941587448,0.013000000268220901,NONE,VMCv20140903,558390886868.0,OGLE-IV,OGLE-SMC-CEP-0741
VMC J004523.58-725908.00,558348222743.0,8911.0,SMC_4_3,871.0,11.348208,-72.985556,DCEP,NONE,F,1.8252179622650146,6.0,16.43400001525879,0.007000000216066837,0.5199999809265137,0.009999999776482582,6.0,16.187000274658203,0.017999999225139618,0.33000001311302185,0.029999999329447746,16.0,15.826000213623047,0.00800000037997961,0.28999999165534973,0.014000000432133675,NONE,VMCv20140903,558390888139.0,OGLE-IV,OGLE-SMC-CEP-0748
VMC J004523.44-730213.78,558348223604.0,8910.0,SMC_4_3,871.0,11.347625,-73.037167,DCEP,NONE,F,1.457327961921692,6.0,16.871000289916992,0.014999999664723873,0.28999999165534973,0.029999999329447746,6.0,16.559999465942383,0.012000000104308128,0.30000001192092896,0.009999999776482582,16.0,16.207000732421875,0.00800000037997961,0.23399999737739563,0.02199999988079071,NONE,VMCv20140903,558390888994.0,OGLE-IV,OGLE-SMC-CEP-0747
VMC J004524.56-730258.63,558348224040.0,8913.0,SMC_4_3,871.0,11.352292,-73.049611,DCEP,NONE,F,1.5768640041351318,6.0,16.80699920654297,0.010999999940395355,0.4699999988079071,0.009999999776482582,6.0,16.525999069213867,0.007000000216066837,0.25,0.07999999821186066,16.0,16.16900062561035,0.008999999612569809,0.2150000035762787,0.024000000208616257,NONE,VMCv20140903,558390890509.0,OGLE-IV,OGLE-SMC-CEP-0750
VMC J004518.63-732922.69,558348224441.0,8903.0,SMC_4_3,871.0,11.327625,-73.489583,DCEP,NONE,F,2.298490047454834,6.0,16.187999725341797,0.027000000700354576,0.20000000298023224,0.03999999910593033,6.0,15.89900016784668,0.007000000216066837,0.20000000298023224,0.009999999776482582,16.0,15.543000221252441,0.004999999888241291,0.17399999499320984,0.010999999940395355,NONE,VMCv20140903,558390891010.0,OGLE-IV,OGLE-SMC-CEP-0740
VMC J004521.76-731826.99,558348224634.0,8908.0,SMC_4_3,871.0,11.340625,-73.307472,DCEP,NONE,F,1.5474809408187866,6.0,16.56800079345703,0.004999999888241291,0.5899999737739563,0.009999999776482582,6.0,16.218000411987305,0.007000000216066837,0.4099999964237213,0.009999999776482582,16.0,15.968000411987305,0.006000000052154064,0.23999999463558197,0.012000000104308128,NONE,VMCv20140903,558390890013.0,OGLE-IV,OGLE-SMC-CEP-0745
VMC J004523.33-731313.25,558348224746.0,8909.0,SMC_4_3,871.0,11.347167,-73.220333,DCEP,NONE,F,1.4379899501800537,6.0,16.743999481201172,0.006000000052154064,0.4000000059604645,0.009999999776482582,6.0,16.430999755859375,0.00800000037997961,0.23000000417232513,0.019999999552965164,16.0,16.163000106811523,0.008999999612569809,0.2540000081062317,0.012000000104308128,NONE,VMCv20140903,558390890295.0,OGLE-IV,OGLE-SMC-CEP-0746
VMC J004524.81-731556.38,558348225963.0,10952.0,SMC_4_3,871.0,11.353958,-73.265389,DCEP,NONE,F,1.211087942123413,6.0,15.907999992370605,0.004000000189989805,0.07999999821186066,0.009999999776482582,6.0,15.472000122070312,0.004999999888241291,0.05000000074505806,0.029999999329447746,16.0,14.789999961853027,0.004000000189989805,0.019999999552965164,0.007000000216066837,"1,2",VMCv20140903,558390892774.0,OGLE-IV,OGLE-SMC-CEP-0751
VMC J004525.14-730852.82,558348226209.0,8915.0,SMC_4_3,871.0,11.35475,-73.147972,DCEP,NONE,F,1.6869479417800903,6.0,16.552000045776367,0.03700000047683716,0.2800000011920929,0.05999999865889549,6.0,16.18600082397461,0.006000000052154064,0.4000000059604645,0.009999999776482582,16.0,15.843999862670898,0.006000000052154064,0.27000001072883606,0.020999999716877937,NONE,VMCv20140903,558390891630.0,OGLE-IV,OGLE-SMC-CEP-0753
VMC J004519.89-733355.51,558348226296.0,8905.0,SMC_4_3,871.0,11.332875,-73.565389,DCEP,NONE,F,1.6175140142440796,6.0,16.783000946044922,0.023000000044703484,0.3700000047683716,0.029999999329447746,6.0,16.43400001525879,0.010999999940395355,0.28999999165534973,0.029999999329447746,16.0,16.0939998626709,0.007000000216066837,0.25999999046325684,0.014999999664723873,NONE,VMCv20140903,558390891747.0,OGLE-IV,OGLE-SMC-CEP-0742
VMC J004525.51-731225.86,558348226503.0,8916.0,SMC_4_3,871.0,11.356292,-73.207167,DCEP,NONE,FO/SO,0.7248119711875916,6.0,17.54400062561035,0.014000000432133675,0.23000000417232513,0.029999999329447746,6.0,17.21299934387207,0.014999999664723873,0.28999999165534973,0.03999999910593033,16.0,16.84600067138672,0.014999999664723873,0.12999999523162842,0.02500000037252903,NONE,VMCv20140903,558390892513.0,OGLE-IV,OGLE-SMC-CEP-0754
VMC J004523.99-732615.07,558348226879.0,8912.0,SMC_4_3,871.0,11.349958,-73.4375,DCEP,NONE,FO,2.929184913635254,6.0,15.303999900817871,0.003000000026077032,0.20999999344348907,0.009999999776482582,6.0,15.010000228881836,0.007000000216066837,0.10999999940395355,0.019999999552965164,16.0,14.692000389099121,0.004000000189989805,0.10599999874830246,0.006000000052154064,NONE,VMCv20140903,558390892225.0,OGLE-IV,OGLE-SMC-CEP-0749
VMC J004528.36-730350.33,558348227407.0,8917.0,SMC_4_3,871.0,11.368125,-73.064,DCEP,NONE,FO,1.0995539426803589,6.0,16.760000228881836,0.006000000052154064,0.3100000023841858,0.009999999776482582,6.0,16.499000549316406,0.010999999940395355,0.20000000298023224,0.009999999776482582,16.0,16.174999237060547,0.00800000037997961,0.11400000005960464,0.013000000268220901,NONE,VMCv20140903,558390892812.0,OGLE-IV,OGLE-SMC-CEP-0756
VMC J004525.07-731146.67,558348227533.0,8914.0,SMC_4_3,871.0,11.354417,-73.196306,DCEP,NONE,F,3.9110660552978516,6.0,15.35099983215332,0.003000000026077032,0.4300000071525574,0.009999999776482582,6.0,15.031000137329102,0.004000000189989805,0.3100000023841858,0.009999999776482582,16.0,14.692999839782715,0.004999999888241291,0.26100000739097595,0.01600000075995922,NONE,VMCv20140903,558390893041.0,OGLE-IV,OGLE-SMC-CEP-0752
VMC J004530.41-730649.33,558348229107.0,8918.0,SMC_4_3,871.0,11.376708,-73.113694,DCEP,NONE,F,2.2435169219970703,6.0,16.124000549316406,0.010999999940395355,0.5099999904632568,0.029999999329447746,6.0,15.862000465393066,0.006000000052154064,0.3100000023841858,0.009999999776482582,16.0,15.51099967956543,0.010999999940395355,0.27399998903274536,0.010999999940395355,NONE,VMCv20140903,558390894792.0,OGLE-IV,OGLE-SMC-CEP-0757
VMC J004531.30-725926.48,558348229228.0,8920.0,SMC_4_3,871.0,11.380375,-72.990694,DCEP,NONE,FO,1.2615580558776855,6.0,16.292999267578125,0.007000000216066837,0.20000000298023224,0.019999999552965164,6.0,16.042999267578125,0.00800000037997961,0.1599999964237213,0.019999999552965164,16.0,15.77400016784668,0.006000000052154064,0.10599999874830246,0.009999999776482582,NONE,VMCv20140903,558390894749.0,OGLE-IV,OGLE-SMC-CEP-0759
VMC J004515.40-732236.14,558348230498.0,8899.0,SMC_4_3,871.0,11.314167,-73.376694,DCEP,NONE,FO,3.56085205078125,6.0,14.678999900817871,0.003000000026077032,0.05000000074505806,0.009999999776482582,6.0,14.428999900817871,0.0020000000949949026,0.05999999865889549,0.009999999776482582,16.0,14.12600040435791,0.0020000000949949026,0.03400000184774399,0.004000000189989805,NONE,VMCv20140903,558390884866.0,OGLE-IV,OGLE-SMC-CEP-0736
VMC J004530.81-731552.90,558348231632.0,8919.0,SMC_4_3,871.0,11.378333,-73.264694,DCEP,NONE,FO,1.2322770357131958,6.0,16.19499969482422,0.008999999612569809,0.25999999046325684,0.019999999552965164,6.0,15.9350004196167,0.008999999612569809,0.20999999344348907,0.019999999552965164,16.0,15.708999633789062,0.006000000052154064,0.12200000137090683,0.00800000037997961,NONE,VMCv20140903,558390896380.0,OGLE-IV,OGLE-SMC-CEP-0758
VMC J004531.54-730537.91,558348231766.0,8921.0,SMC_4_3,871.0,11.381417,-73.093861,DCEP,NONE,FO,1.6753820180892944,6.0,16.30299949645996,0.010999999940395355,0.18000000715255737,0.019999999552965164,6.0,15.97700023651123,0.004999999888241291,0.1599999964237213,0.009999999776482582,16.0,15.581000328063965,0.004000000189989805,0.09200000017881393,0.008999999612569809,NONE,VMCv20140903,558390898370.0,OGLE-IV,OGLE-SMC-CEP-0760
VMC J004538.87-725550.19,558348234652.0,8929.0,SMC_4_3,871.0,11.411958,-72.930611,DCEP,NONE,F,1.564175009727478,6.0,16.583999633789062,0.007000000216066837,0.4399999976158142,0.019999999552965164,6.0,16.28499984741211,0.008999999612569809,0.33000001311302185,0.029999999329447746,16.0,15.98799991607666,0.007000000216066837,0.15800000727176666,0.027000000700354576,NONE,VMCv20140903,558390901371.0,OGLE-IV,OGLE-SMC-CEP-0768
VMC J004539.77-725253.71,558348234963.0,8930.0,SMC_4_3,871.0,11.415708,-72.881583,DCEP,NONE,F,1.2638609409332275,6.0,17.08300018310547,0.007000000216066837,0.18000000715255737,0.029999999329447746,6.0,16.780000686645508,0.01899999938905239,0.17000000178813934,0.019999999552965164,16.0,16.4689998626709,0.012000000104308128,0.1589999943971634,0.017000000923871994,NONE,VMCv20140903,558390901192.0,OGLE-IV,OGLE-SMC-CEP-0769
VMC J004538.34-730232.57,558348235174.0,8927.0,SMC_4_3,871.0,11.40975,-73.042389,DCEP,NONE,F,1.8214110136032104,6.0,16.538000106811523,0.009999999776482582,0.25,0.03999999910593033,6.0,16.239999771118164,0.012000000104308128,0.1899999976158142,0.03999999910593033,16.0,15.873000144958496,0.004999999888241291,0.19099999964237213,0.013000000268220901,NONE,VMCv20140903,558390901149.0,OGLE-IV,OGLE-SMC-CEP-0766
VMC J004535.12-732529.88,558348235305.0,8923.0,SMC_4_3,871.0,11.396333,-73.424944,DCEP,NONE,F,1.2852779626846313,6.0,17.042999267578125,0.014000000432133675,0.14000000059604645,0.029999999329447746,6.0,16.731000900268555,0.00800000037997961,0.1599999964237213,0.0,16.0,16.43199920654297,0.008999999612569809,0.1080000028014183,0.020999999716877937,NONE,VMCv20140903,558390900833.0,OGLE-IV,OGLE-SMC-CEP-0762
VMC J004536.05-732200.99,558348235625.0,8924.0,SMC_4_3,871.0,11.400208,-73.366917,DCEP,NONE,F,1.5897330045700073,6.0,17.32699966430664,0.014000000432133675,0.2800000011920929,0.029999999329447746,6.0,16.913999557495117,0.004000000189989805,0.20999999344348907,0.009999999776482582,16.0,16.374000549316406,0.009999999776482582,0.1679999977350235,0.014000000432133675,NONE,VMCv20140903,558390901221.0,OGLE-IV,OGLE-SMC-CEP-0763
VMC J004538.53-731453.32,558348236937.0,8928.0,SMC_4_3,871.0,11.410542,-73.248139,DCEP,NONE,F,1.7152750492095947,6.0,16.905000686645508,0.008999999612569809,0.20999999344348907,0.029999999329447746,6.0,16.558000564575195,0.00800000037997961,0.1599999964237213,0.009999999776482582,16.0,16.114999771118164,0.013000000268220901,0.15199999511241913,0.020999999716877937,NONE,VMCv20140903,558390906985.0,OGLE-IV,OGLE-SMC-CEP-0767
VMC J004541.80-724932.90,558348236946.0,8933.0,SMC_4_3,871.0,11.424167,-72.825806,DCEP,NONE,FO,0.9858580231666565,5.0,16.770999908447266,0.017999999225139618,0.4399999976158142,0.05999999865889549,6.0,16.423999786376953,0.014000000432133675,0.20999999344348907,0.019999999552965164,15.0,16.246000289916992,0.007000000216066837,0.15700000524520874,0.013000000268220901,NONE,VMCv20140903,558390902531.0,OGLE-IV,OGLE-SMC-CEP-0772
