IAUNAME,SOURCEID,VARID,FIELDID,CUEVENTID,RA2000,DEC2000,CEPHTYPE,CEPHSUBTYPE,CEPHMODE,PERIOD,YNEPOCHS,YMEANMAG,YMAGERR,YAMPL,YAMPLERR,JNEPOCHS,JMEANMAG,JMAGERR,JAMPL,JAMPLERR,KSNEPOCHS,KSMEANMAG,KSMAGERR,KSAMPL,KSAMPLERR,NOTES,ORIGVSAREL,ORIGVSASOURCEID,CATALOGUE,EXTERNALID
VMC J005021.61-725901.55,558348484598.0,9557.0,SMC_4_3,871.0,12.590042,-72.98375,DCEP,NONE,F,7.163636207580566,6.0,14.812000274658203,0.019999999552965164,0.23000000417232513,0.07000000029802322,6.0,14.489999771118164,0.004999999888241291,0.2199999988079071,0.009999999776482582,16.0,14.029999732971191,0.003000000026077032,0.21699999272823334,0.006000000052154064,NONE,VMCv20140903,558391156298.0,OGLE-IV,OGLE-SMC-CEP-1481
VMC J005025.03-732224.94,558348485291.0,9563.0,SMC_4_3,871.0,12.604292,-73.373583,DCEP,NONE,FO,1.4785460233688354,6.0,15.982999801635742,0.004999999888241291,0.2199999988079071,0.009999999776482582,6.0,15.746000289916992,0.007000000216066837,0.15000000596046448,0.009999999776482582,16.0,15.473999977111816,0.004999999888241291,0.0860000029206276,0.00800000037997961,NONE,VMCv20140903,558391155605.0,OGLE-IV,OGLE-SMC-CEP-1488
VMC J005024.88-730731.10,558348485814.0,9562.0,SMC_4_3,871.0,12.603667,-73.125306,DCEP,NONE,F,1.4370559453964233,6.0,17.003000259399414,0.006000000052154064,0.3400000035762787,0.019999999552965164,6.0,16.663000106811523,0.009999999776482582,0.20999999344348907,0.009999999776482582,16.0,16.312000274658203,0.00800000037997961,0.18799999356269836,0.014999999664723873,NONE,VMCv20140903,558391156277.0,OGLE-IV,OGLE-SMC-CEP-1487
VMC J005026.85-732500.14,558348485938.0,9568.0,SMC_4_3,871.0,12.611917,-73.416694,DCEP,NONE,F,2.563481092453003,6.0,15.836999893188477,0.004999999888241291,0.7599999904632568,0.009999999776482582,6.0,15.543000221252441,0.004000000189989805,0.3799999952316284,0.029999999329447746,16.0,15.229000091552734,0.007000000216066837,0.3100000023841858,0.017999999225139618,NONE,VMCv20140903,558391156242.0,OGLE-IV,OGLE-SMC-CEP-1495
VMC J005021.44-730554.05,558348486334.0,9556.0,SMC_4_3,871.0,12.589333,-73.098361,DCEP,NONE,F,5.889513969421387,6.0,14.574000358581543,0.0020000000949949026,0.20999999344348907,0.009999999776482582,6.0,14.274999618530273,0.003000000026077032,0.1899999976158142,0.0,16.0,13.88700008392334,0.0020000000949949026,0.1679999977350235,0.009999999776482582,NONE,VMCv20140903,558391156745.0,OGLE-IV,OGLE-SMC-CEP-1480
VMC J005028.38-732751.65,558348487041.0,9571.0,SMC_4_3,871.0,12.618208,-73.464333,DCEP,NONE,FO,2.009347915649414,6.0,15.670999526977539,0.003000000026077032,0.20999999344348907,0.009999999776482582,6.0,15.413999557495117,0.003000000026077032,0.17000000178813934,0.009999999776482582,16.0,15.13599967956543,0.004000000189989805,0.09200000017881393,0.006000000052154064,NONE,VMCv20140903,558391157414.0,OGLE-IV,OGLE-SMC-CEP-1501
VMC J005026.26-731845.23,558348487895.0,9567.0,SMC_4_3,871.0,12.609417,-73.312556,DCEP,NONE,FO,3.563870906829834,6.0,14.82800006866455,0.010999999940395355,0.10999999940395355,0.019999999552965164,6.0,14.565999984741211,0.0020000000949949026,0.09000000357627869,0.009999999776482582,16.0,14.244000434875488,0.003000000026077032,0.0560000017285347,0.008999999612569809,NONE,VMCv20140903,558391158793.0,OGLE-IV,OGLE-SMC-CEP-1494
VMC J005025.80-730718.23,558348487996.0,9566.0,SMC_4_3,871.0,12.607458,-73.121722,DCEP,NONE,F,5.954776763916016,6.0,15.01200008392334,0.004000000189989805,0.2199999988079071,0.009999999776482582,6.0,14.66100025177002,0.004000000189989805,0.25,0.009999999776482582,16.0,14.232999801635742,0.003000000026077032,0.22599999606609344,0.004999999888241291,NONE,VMCv20140903,558391158535.0,OGLE-IV,OGLE-SMC-CEP-1493
VMC J005030.18-733320.19,558348488605.0,9574.0,SMC_4_3,871.0,12.62575,-73.555611,DCEP,NONE,F,4.35065221786499,6.0,15.220000267028809,0.003000000026077032,0.6200000047683716,0.009999999776482582,6.0,14.803999900817871,0.013000000268220901,0.4099999964237213,0.029999999329447746,16.0,14.553999900817871,0.004000000189989805,0.257999986410141,0.009999999776482582,NONE,VMCv20140903,558391159170.0,OGLE-IV,OGLE-SMC-CEP-1506
VMC J005025.58-724912.24,558348489043.0,9565.0,SMC_4_3,871.0,12.606583,-72.820056,DCEP,NONE,F,2.1012840270996094,6.0,16.209999084472656,0.03099999949336052,0.3400000035762787,0.03999999910593033,6.0,15.927000045776367,0.014999999664723873,0.33000001311302185,0.03999999910593033,16.0,15.567000389099121,0.004999999888241291,0.28200000524520874,0.014000000432133675,NONE,VMCv20140903,558391159604.0,OGLE-IV,OGLE-SMC-CEP-1491
VMC J005027.17-730129.26,558348489069.0,9569.0,SMC_4_3,871.0,12.613208,-73.024778,DCEP,NONE,FO,1.2747100591659546,6.0,16.273000717163086,0.020999999716877937,0.23999999463558197,0.03999999910593033,6.0,16.069000244140625,0.006000000052154064,0.18000000715255737,0.019999999552965164,16.0,15.770999908447266,0.00800000037997961,0.07999999821186066,0.02199999988079071,NONE,VMCv20140903,558391162160.0,OGLE-IV,OGLE-SMC-CEP-1498
VMC J005033.16-733929.80,558348490015.0,9578.0,SMC_4_3,871.0,12.638167,-73.658278,DCEP,NONE,FO/SO,0.969989001750946,13.0,16.448999404907227,0.008999999612569809,0.17000000178813934,0.009999999776482582,13.0,16.273000717163086,0.006000000052154064,0.14000000059604645,0.009999999776482582,34.0,16.027999877929688,0.004999999888241291,0.09000000357627869,0.00800000037997961,NONE,VMCv20140903,558391160616.0,OGLE-IV,OGLE-SMC-CEP-1513
VMC J005026.96-725848.18,558348490191.0,11035.0,SMC_4_3,871.0,12.612333,-72.980028,DCEP,NONE,F/FO,4.9779791831970215,6.0,14.89900016784668,0.0020000000949949026,0.019999999552965164,0.0,6.0,14.651000022888184,0.0020000000949949026,0.019999999552965164,0.0,16.0,14.258999824523926,0.004000000189989805,0.0,0.00800000037997961,2,VMCv20140903,558391166435.0,OGLE-IV,OGLE-SMC-CEP-1497
VMC J005027.58-730554.21,558348490268.0,9570.0,SMC_4_3,871.0,12.615,-73.098417,DCEP,NONE,F,1.4694980382919312,6.0,16.860000610351562,0.010999999940395355,0.25,0.05000000074505806,6.0,16.57900047302246,0.010999999940395355,0.15000000596046448,0.05000000074505806,16.0,16.233999252319336,0.00800000037997961,0.1899999976158142,0.014000000432133675,NONE,VMCv20140903,558391162536.0,OGLE-IV,OGLE-SMC-CEP-1499
VMC J005031.05-732649.16,558348490301.0,10933.0,SMC_4_3,871.0,12.629542,-73.447056,DCEP,NONE,F,1.2367010116577148,6.0,16.202999114990234,0.004999999888241291,0.23000000417232513,0.009999999776482582,6.0,15.880999565124512,0.007000000216066837,0.17000000178813934,0.009999999776482582,16.0,15.449999809265137,0.004000000189989805,0.12200000137090683,0.012000000104308128,1,VMCv20140903,558391160982.0,OGLE-IV,OGLE-SMC-CEP-1509
VMC J005023.05-730234.33,558348490379.0,9560.0,SMC_4_3,871.0,12.59625,-73.042861,DCEP,NONE,F,5.001772880554199,6.0,14.949000358581543,0.004000000189989805,0.38999998569488525,0.009999999776482582,6.0,14.616999626159668,0.007000000216066837,0.3499999940395355,0.019999999552965164,16.0,14.220999717712402,0.003000000026077032,0.26600000262260437,0.004000000189989805,NONE,VMCv20140903,558391160485.0,OGLE-IV,OGLE-SMC-CEP-1485
VMC J005030.36-733028.61,558348490496.0,9575.0,SMC_4_3,871.0,12.6265,-73.507944,DCEP,NONE,FO,1.3870179653167725,6.0,16.39900016784668,0.014000000432133675,0.20000000298023224,0.009999999776482582,6.0,16.158000946044922,0.006000000052154064,0.17000000178813934,0.029999999329447746,16.0,15.843000411987305,0.006000000052154064,0.10300000011920929,0.014999999664723873,NONE,VMCv20140903,558391161063.0,OGLE-IV,OGLE-SMC-CEP-1507
VMC J005030.36-730923.53,558348491065.0,9576.0,SMC_4_3,871.0,12.626583,-73.156528,DCEP,NONE,FO/SO,0.75627601146698,6.0,17.264999389648438,0.008999999612569809,0.2199999988079071,0.019999999552965164,6.0,17.00200080871582,0.010999999940395355,0.2199999988079071,0.029999999329447746,16.0,16.724000930786133,0.010999999940395355,0.18000000715255737,0.027000000700354576,NONE,VMCv20140903,558391162289.0,OGLE-IV,OGLE-SMC-CEP-1508
VMC J005029.86-725730.56,558348492304.0,9573.0,SMC_4_3,871.0,12.624417,-72.958472,DCEP,NONE,FO,3.6140239238739014,6.0,15.086000442504883,0.0020000000949949026,0.14000000059604645,0.009999999776482582,6.0,14.788999557495117,0.004999999888241291,0.10000000149011612,0.009999999776482582,16.0,14.39900016784668,0.003000000026077032,0.11299999803304672,0.007000000216066837,NONE,VMCv20140903,558391164358.0,OGLE-IV,OGLE-SMC-CEP-1505
VMC J005033.25-732322.43,558348492336.0,9579.0,SMC_4_3,871.0,12.638542,-73.389556,DCEP,NONE,FO,3.3848540782928467,6.0,14.895999908447266,0.003000000026077032,0.07999999821186066,0.0,6.0,14.63700008392334,0.004000000189989805,0.05000000074505806,0.009999999776482582,16.0,14.326000213623047,0.0020000000949949026,0.03200000151991844,0.004999999888241291,NONE,VMCv20140903,558391162781.0,OGLE-IV,OGLE-SMC-CEP-1514
VMC J005025.11-724320.71,558348493193.0,9564.0,SMC_4_3,871.0,12.604625,-72.722417,DCEP,NONE,F,2.409497022628784,6.0,16.104999542236328,0.00800000037997961,0.4399999976158142,0.019999999552965164,6.0,15.802000045776367,0.004000000189989805,0.27000001072883606,0.019999999552965164,16.0,15.468000411987305,0.006000000052154064,0.24899999797344208,0.009999999776482582,NONE,VMCv20140903,558391165625.0,OGLE-IV,OGLE-SMC-CEP-1489
VMC J005034.96-733208.01,558348493331.0,9582.0,SMC_4_3,871.0,12.645667,-73.535556,DCEP,NONE,F,2.8766748905181885,6.0,15.607999801635742,0.08299999684095383,0.30000001192092896,0.10000000149011612,6.0,15.435999870300293,0.02500000037252903,0.23999999463558197,0.029999999329447746,16.0,15.116000175476074,0.004999999888241291,0.29499998688697815,0.010999999940395355,NONE,VMCv20140903,558391163865.0,OGLE-IV,OGLE-SMC-CEP-1518
VMC J005029.51-724232.07,558348493364.0,9572.0,SMC_4_3,871.0,12.623,-72.708917,DCEP,NONE,F,2.4921329021453857,6.0,15.98799991607666,0.004000000189989805,0.46000000834465027,0.009999999776482582,6.0,15.739999771118164,0.006000000052154064,0.28999999165534973,0.009999999776482582,16.0,15.369999885559082,0.004999999888241291,0.22200000286102295,0.014000000432133675,NONE,VMCv20140903,558391164045.0,OGLE-IV,OGLE-SMC-CEP-1504
VMC J005032.69-730551.50,558348493748.0,9577.0,SMC_4_3,871.0,12.636208,-73.097639,DCEP,NONE,F,1.4285509586334229,6.0,16.753000259399414,0.017999999225139618,0.5299999713897705,0.029999999329447746,6.0,16.444000244140625,0.014000000432133675,0.4300000071525574,0.03999999910593033,16.0,16.13800048828125,0.010999999940395355,0.2800000011920929,0.013000000268220901,NONE,VMCv20140903,558391164403.0,OGLE-IV,OGLE-SMC-CEP-1512
VMC J005028.79-724509.25,558348493911.0,11056.0,SMC_4_3,871.0,12.620083,-72.752583,DCEP,NONE,F,84.30018615722656,6.0,11.194000244140625,0.0010000000474974513,0.10999999940395355,0.0,6.0,10.928999900817871,0.0010000000474974513,0.3700000047683716,0.0,16.0,10.211999893188477,0.0010000000474974513,0.19099999964237213,0.0,"2,5,12",VMCv20140903,558391164492.0,OGLE-IV,OGLE-SMC-CEP-1502
VMC J005036.44-731431.34,558348495975.0,9586.0,SMC_4_3,871.0,12.651833,-73.242056,DCEP,NONE,FO,1.6341439485549927,6.0,15.875,0.004000000189989805,0.25,0.009999999776482582,6.0,15.652999877929688,0.008999999612569809,0.11999999731779099,0.009999999776482582,16.0,15.402000427246094,0.006000000052154064,0.10400000214576721,0.019999999552965164,NONE,VMCv20140903,558391166845.0,OGLE-IV,OGLE-SMC-CEP-1522
VMC J005035.69-731754.59,558348497409.0,9584.0,SMC_4_3,871.0,12.648625,-73.298472,DCEP,NONE,F,3.190614938735962,6.0,15.58899974822998,0.008999999612569809,0.5,0.009999999776482582,6.0,15.241000175476074,0.006000000052154064,0.3100000023841858,0.009999999776482582,16.0,14.895999908447266,0.004999999888241291,0.23199999332427979,0.00800000037997961,NONE,VMCv20140903,558391168407.0,OGLE-IV,OGLE-SMC-CEP-1520
VMC J005034.56-730137.45,558348497667.0,10963.0,SMC_4_3,871.0,12.6435,-73.027167,DCEP,NONE,FO,1.0761079788208008,6.0,15.965999603271484,0.02800000086426735,0.15000000596046448,0.029999999329447746,6.0,15.734999656677246,0.004999999888241291,0.25,0.009999999776482582,16.0,15.206000328063965,0.004999999888241291,0.05299999937415123,0.014000000432133675,"1,2",VMCv20140903,558391168622.0,OGLE-IV,OGLE-SMC-CEP-1515
VMC J005034.84-730139.79,558348497676.0,9581.0,SMC_4_3,871.0,12.64525,-73.027722,DCEP,NONE,F,1.3883010149002075,6.0,16.707000732421875,0.01600000075995922,0.3400000035762787,0.03999999910593033,6.0,16.32900047302246,0.013000000268220901,0.17000000178813934,0.05999999865889549,16.0,16.052000045776367,0.009999999776482582,0.23000000417232513,0.017000000923871994,NONE,VMCv20140903,558391168632.0,OGLE-IV,OGLE-SMC-CEP-1517
VMC J005036.08-733105.47,558348497813.0,9585.0,SMC_4_3,871.0,12.650292,-73.518194,DCEP,NONE,F,3.372951030731201,6.0,15.418999671936035,0.006000000052154064,0.5099999904632568,0.03999999910593033,6.0,15.123000144958496,0.006000000052154064,0.4099999964237213,0.019999999552965164,16.0,14.807999610900879,0.004000000189989805,0.24300000071525574,0.010999999940395355,NONE,VMCv20140903,558391168785.0,OGLE-IV,OGLE-SMC-CEP-1521
VMC J005039.66-730939.14,558348499681.0,9590.0,SMC_4_3,871.0,12.66525,-73.160861,DCEP,NONE,FO,1.3934639692306519,6.0,16.218000411987305,0.004999999888241291,0.28999999165534973,0.029999999329447746,6.0,16.010000228881836,0.004999999888241291,0.1599999964237213,0.009999999776482582,16.0,15.71399974822998,0.004999999888241291,0.10899999737739563,0.009999999776482582,NONE,VMCv20140903,558391170423.0,OGLE-IV,OGLE-SMC-CEP-1528
VMC J005039.13-730321.95,558348500024.0,9589.0,SMC_4_3,871.0,12.663042,-73.056083,DCEP,NONE,F,1.9463690519332886,6.0,16.15999984741211,0.013000000268220901,0.36000001430511475,0.019999999552965164,6.0,15.87399959564209,0.006000000052154064,0.3799999952316284,0.009999999776482582,16.0,15.645000457763672,0.006000000052154064,0.23899999260902405,0.010999999940395355,NONE,VMCv20140903,558391174652.0,OGLE-IV,OGLE-SMC-CEP-1527
VMC J005034.64-723916.63,558348500854.0,9580.0,SMC_4_3,871.0,12.644333,-72.654639,DCEP,NONE,FO,1.9519870281219482,6.0,15.140000343322754,0.004999999888241291,0.07999999821186066,0.009999999776482582,6.0,14.920999526977539,0.004000000189989805,0.07000000029802322,0.009999999776482582,16.0,14.670000076293945,0.004000000189989805,0.06400000303983688,0.006000000052154064,NONE,VMCv20140903,558391172391.0,OGLE-IV,OGLE-SMC-CEP-1516
VMC J005035.44-723912.67,558348500863.0,9583.0,SMC_4_3,871.0,12.647542,-72.653528,DCEP,NONE,FO,1.4202560186386108,6.0,15.968000411987305,0.013000000268220901,0.17000000178813934,0.019999999552965164,6.0,15.751999855041504,0.004999999888241291,0.18000000715255737,0.009999999776482582,16.0,15.52400016784668,0.007000000216066837,0.07000000029802322,0.008999999612569809,NONE,VMCv20140903,558391172409.0,OGLE-IV,OGLE-SMC-CEP-1519
VMC J005040.27-730138.05,558348501195.0,9591.0,SMC_4_3,871.0,12.667792,-73.027222,DCEP,NONE,F,1.4942649602890015,6.0,16.694000244140625,0.007000000216066837,0.7300000190734863,0.009999999776482582,6.0,16.39900016784668,0.013000000268220901,0.3199999928474426,0.019999999552965164,16.0,16.143999099731445,0.007000000216066837,0.27000001072883606,0.014999999664723873,NONE,VMCv20140903,558391171983.0,OGLE-IV,OGLE-SMC-CEP-1529
VMC J005042.71-731547.86,558348501369.0,9594.0,SMC_4_3,871.0,12.677917,-73.263306,DCEP,NONE,FO/SO,0.7288749814033508,6.0,17.030000686645508,0.026000000536441803,0.2199999988079071,0.03999999910593033,6.0,16.827999114990234,0.00800000037997961,0.17000000178813934,0.019999999552965164,16.0,16.586999893188477,0.012000000104308128,0.10599999874830246,0.02199999988079071,NONE,VMCv20140903,558391177624.0,OGLE-IV,OGLE-SMC-CEP-1532
VMC J005040.53-725507.86,558348502121.0,9592.0,SMC_4_3,871.0,12.668917,-72.918861,DCEP,NONE,F,3.074465036392212,6.0,15.701000213623047,0.003000000026077032,0.5099999904632568,0.009999999776482582,6.0,15.480999946594238,0.008999999612569809,0.36000001430511475,0.009999999776482582,16.0,15.065999984741211,0.004000000189989805,0.29100000858306885,0.006000000052154064,NONE,VMCv20140903,558391173615.0,OGLE-IV,OGLE-SMC-CEP-1530
VMC J005038.78-725902.50,558348502743.0,11046.0,SMC_4_3,871.0,12.661583,-72.984,DCEP,NONE,F,1.2902289628982544,6.0,16.020999908447266,0.004999999888241291,0.3199999928474426,0.009999999776482582,6.0,15.767000198364258,0.004000000189989805,0.23000000417232513,0.009999999776482582,16.0,15.409000396728516,0.008999999612569809,0.11900000274181366,0.00800000037997961,"2,3",VMCv20140903,558391173913.0,OGLE-IV,OGLE-SMC-CEP-1526
VMC J005042.99-731605.26,558348503324.0,9595.0,SMC_4_3,871.0,12.679125,-73.268139,DCEP,NONE,F,1.9928159713745117,6.0,16.308000564575195,0.023000000044703484,0.6499999761581421,0.12999999523162842,6.0,15.937999725341797,0.010999999940395355,0.23000000417232513,0.03999999910593033,16.0,15.689000129699707,0.010999999940395355,0.15600000321865082,0.03700000047683716,NONE,VMCv20140903,558391174406.0,OGLE-IV,OGLE-SMC-CEP-1533
VMC J005045.25-731221.94,558348504165.0,9601.0,SMC_4_3,871.0,12.688542,-73.206111,DCEP,NONE,FO,1.440019965171814,6.0,16.184999465942383,0.004000000189989805,0.2199999988079071,0.009999999776482582,6.0,15.881999969482422,0.013000000268220901,0.11999999731779099,0.019999999552965164,16.0,15.579999923706055,0.004999999888241291,0.10700000077486038,0.010999999940395355,NONE,VMCv20140903,558391175296.0,OGLE-IV,OGLE-SMC-CEP-1539
VMC J005043.21-730248.07,558348505360.0,9596.0,SMC_4_3,871.0,12.680042,-73.046694,DCEP,NONE,F,2.6487491130828857,6.0,15.503000259399414,0.07400000095367432,0.1899999976158142,0.019999999552965164,6.0,15.401000022888184,0.006000000052154064,0.3100000023841858,0.009999999776482582,15.0,15.062999725341797,0.006000000052154064,0.23000000417232513,0.014000000432133675,NONE,VMCv20140903,558391177023.0,OGLE-IV,OGLE-SMC-CEP-1534
VMC J005038.59-725733.31,558348505598.0,9588.0,SMC_4_3,871.0,12.66075,-72.95925,DCEP,NONE,F,27.41218376159668,6.0,12.807000160217285,0.0010000000474974513,0.30000001192092896,0.009999999776482582,6.0,12.486000061035156,0.0010000000474974513,0.2800000011920929,0.0,16.0,11.958000183105469,0.0020000000949949026,0.45399999618530273,0.0020000000949949026,NONE,VMCv20140903,558391177304.0,OGLE-IV,OGLE-SMC-CEP-1524
VMC J005044.09-725307.14,558348505675.0,9599.0,SMC_4_3,871.0,12.683667,-72.885306,DCEP,NONE,F/FO,2.2313249111175537,6.0,16.33300018310547,0.009999999776482582,0.11999999731779099,0.019999999552965164,6.0,15.942999839782715,0.014000000432133675,0.10999999940395355,0.029999999329447746,16.0,15.597000122070312,0.006000000052154064,0.05000000074505806,0.010999999940395355,NONE,VMCv20140903,558391176888.0,OGLE-IV,OGLE-SMC-CEP-1537
VMC J005043.97-724442.82,558348506521.0,9598.0,SMC_4_3,871.0,12.683208,-72.745222,DCEP,NONE,FO/SO,1.1155200004577637,6.0,16.31599998474121,0.004000000189989805,0.07999999821186066,0.019999999552965164,6.0,16.076000213623047,0.004999999888241291,0.10999999940395355,0.009999999776482582,16.0,15.8149995803833,0.006000000052154064,0.08100000023841858,0.010999999940395355,NONE,VMCv20140903,558391178007.0,OGLE-IV,OGLE-SMC-CEP-1536
VMC J005047.32-732642.63,558348506684.0,9606.0,SMC_4_3,871.0,12.697208,-73.445167,DCEP,NONE,FO,1.2328859567642212,6.0,16.400999069213867,0.004000000189989805,0.17000000178813934,0.009999999776482582,6.0,16.1560001373291,0.004000000189989805,0.15000000596046448,0.009999999776482582,16.0,15.869999885559082,0.006000000052154064,0.09399999678134918,0.014999999664723873,NONE,VMCv20140903,558391178035.0,OGLE-IV,OGLE-SMC-CEP-1544
VMC J005048.94-731846.00,558348507436.0,9608.0,SMC_4_3,871.0,12.703917,-73.312778,DCEP,NONE,F,4.406771183013916,6.0,15.305999755859375,0.004999999888241291,0.25999999046325684,0.009999999776482582,6.0,15.045999526977539,0.01600000075995922,0.17000000178813934,0.009999999776482582,16.0,14.598999977111816,0.003000000026077032,0.1889999955892563,0.004999999888241291,NONE,VMCv20140903,558391178868.0,OGLE-IV,OGLE-SMC-CEP-1547
VMC J005053.47-733856.47,558348507929.0,9619.0,SMC_4_3,871.0,12.722792,-73.649028,DCEP,NONE,F,1.504652976989746,13.0,16.510000228881836,0.004999999888241291,0.4000000059604645,0.0,13.0,16.268999099731445,0.01600000075995922,0.41999998688697815,0.029999999329447746,34.0,15.991999626159668,0.006000000052154064,0.28999999165534973,0.009999999776482582,NONE,VMCv20140903,558391179258.0,OGLE-IV,OGLE-SMC-CEP-1559
VMC J005048.63-732459.51,558348507994.0,10964.0,SMC_4_3,871.0,12.702,-73.416,DCEP,NONE,F,2.3843510150909424,6.0,13.942999839782715,0.0010000000474974513,0.019999999552965164,0.009999999776482582,6.0,13.571000099182129,0.0010000000474974513,0.029999999329447746,0.009999999776482582,16.0,13.067000389099121,0.0020000000949949026,0.019999999552965164,0.004999999888241291,"1,2",VMCv20140903,558391180455.0,OGLE-IV,OGLE-SMC-CEP-1546
VMC J005049.42-731641.70,558348508698.0,9610.0,SMC_4_3,871.0,12.705917,-73.27825,DCEP,NONE,F,6.817963123321533,6.0,14.475000381469727,0.014000000432133675,0.30000001192092896,0.009999999776482582,6.0,14.137999534606934,0.0020000000949949026,0.27000001072883606,0.0,16.0,13.795999526977539,0.006000000052154064,0.2619999945163727,0.00800000037997961,NONE,VMCv20140903,558391179899.0,OGLE-IV,OGLE-SMC-CEP-1549
VMC J005046.00-724058.38,558348508929.0,9602.0,SMC_4_3,871.0,12.691625,-72.682889,DCEP,NONE,FO/SO,0.7469069957733154,6.0,16.927000045776367,0.00800000037997961,0.25,0.009999999776482582,6.0,16.694000244140625,0.006000000052154064,0.20999999344348907,0.009999999776482582,16.0,16.492000579833984,0.009999999776482582,0.13500000536441803,0.017999999225139618,NONE,VMCv20140903,558391180517.0,OGLE-IV,OGLE-SMC-CEP-1540
VMC J005050.72-731224.33,558348508969.0,9611.0,SMC_4_3,871.0,12.711583,-73.206778,DCEP,NONE,F,1.1341400146484375,6.0,16.865999221801758,0.006000000052154064,0.1899999976158142,0.009999999776482582,6.0,16.55500030517578,0.01899999938905239,0.14000000059604645,0.029999999329447746,16.0,16.145000457763672,0.007000000216066837,0.125,0.013000000268220901,NONE,VMCv20140903,558391183333.0,OGLE-IV,OGLE-SMC-CEP-1550
VMC J005045.11-723859.42,558348509384.0,9600.0,SMC_4_3,871.0,12.687917,-72.649833,DCEP,NONE,F,5.8031721115112305,6.0,14.557999610900879,0.008999999612569809,0.4399999976158142,0.009999999776482582,6.0,14.27299976348877,0.00800000037997961,0.4099999964237213,0.019999999552965164,16.0,13.914999961853027,0.004000000189989805,0.24500000476837158,0.004000000189989805,NONE,VMCv20140903,558391180999.0,OGLE-IV,OGLE-SMC-CEP-1538
VMC J005052.51-732242.86,558348509730.0,9616.0,SMC_4_3,871.0,12.718792,-73.378583,DCEP,NONE,F,5.119105815887451,6.0,14.970000267028809,0.008999999612569809,0.5199999809265137,0.05999999865889549,6.0,14.711999893188477,0.010999999940395355,0.3100000023841858,0.009999999776482582,16.0,14.338000297546387,0.003000000026077032,0.27000001072883606,0.003000000026077032,NONE,VMCv20140903,558391181664.0,OGLE-IV,OGLE-SMC-CEP-1555
VMC J005051.52-731401.69,558348510324.0,9614.0,SMC_4_3,871.0,12.714667,-73.233806,DCEP,NONE,FO,3.0256569385528564,6.0,15.277000427246094,0.006000000052154064,0.17000000178813934,0.009999999776482582,6.0,14.972999572753906,0.0020000000949949026,0.15000000596046448,0.009999999776482582,16.0,14.600000381469727,0.004000000189989805,0.10000000149011612,0.004000000189989805,NONE,VMCv20140903,558391183454.0,OGLE-IV,OGLE-SMC-CEP-1553
VMC J005047.96-724229.33,558348510614.0,9607.0,SMC_4_3,871.0,12.699875,-72.708139,DCEP,NONE,FO,2.1392319202423096,6.0,15.493000030517578,0.003000000026077032,0.2199999988079071,0.009999999776482582,6.0,15.241000175476074,0.003000000026077032,0.14000000059604645,0.009999999776482582,16.0,14.968000411987305,0.004000000189989805,0.10400000214576721,0.006000000052154064,NONE,VMCv20140903,558391182540.0,OGLE-IV,OGLE-SMC-CEP-1545
VMC J005047.00-732910.82,558348511216.0,9603.0,SMC_4_3,871.0,12.695833,-73.486333,DCEP,NONE,F,6.546570777893066,6.0,14.543999671936035,0.003000000026077032,0.3199999928474426,0.009999999776482582,6.0,14.234000205993652,0.004000000189989805,0.3499999940395355,0.009999999776482582,16.0,13.876999855041504,0.003000000026077032,0.25,0.003000000026077032,NONE,VMCv20140903,558391182065.0,OGLE-IV,OGLE-SMC-CEP-1541
VMC J005047.10-724812.48,558348511260.0,9605.0,SMC_4_3,871.0,12.696167,-72.803472,DCEP,NONE,F,2.582674980163574,6.0,15.572999954223633,0.014000000432133675,0.41999998688697815,0.07000000029802322,6.0,15.166999816894531,0.020999999716877937,0.20000000298023224,0.019999999552965164,16.0,14.909000396728516,0.004000000189989805,0.27000001072883606,0.013000000268220901,NONE,VMCv20140903,558391182935.0,OGLE-IV,OGLE-SMC-CEP-1543
VMC J005048.96-723914.16,558348511838.0,9609.0,SMC_4_3,871.0,12.704,-72.653944,DCEP,NONE,F,1.5716240406036377,6.0,16.548999786376953,0.007000000216066837,0.33000001311302185,0.009999999776482582,6.0,16.253999710083008,0.007000000216066837,0.25999999046325684,0.009999999776482582,16.0,15.96399974822998,0.007000000216066837,0.20999999344348907,0.01600000075995922,NONE,VMCv20140903,558391183482.0,OGLE-IV,OGLE-SMC-CEP-1548
VMC J005055.33-732225.27,558348511853.0,9624.0,SMC_4_3,871.0,12.730542,-73.373694,DCEP,NONE,F,1.2962260246276855,6.0,16.944000244140625,0.019999999552965164,0.4099999964237213,0.05000000074505806,6.0,16.68000030517578,0.017999999225139618,0.3100000023841858,0.14000000059604645,16.0,16.381000518798828,0.008999999612569809,0.2070000022649765,0.014999999664723873,NONE,VMCv20140903,558391183525.0,OGLE-IV,OGLE-SMC-CEP-1565
VMC J005051.06-725054.07,558348512414.0,9612.0,SMC_4_3,871.0,12.71275,-72.848333,DCEP,NONE,F,1.4921170473098755,6.0,16.698999404907227,0.00800000037997961,0.5400000214576721,0.019999999552965164,6.0,16.309999465942383,0.012000000104308128,0.4000000059604645,0.029999999329447746,16.0,16.01799964904785,0.007000000216066837,0.20999999344348907,0.01600000075995922,NONE,VMCv20140903,558391184012.0,OGLE-IV,OGLE-SMC-CEP-1551
