067.7405417	-69.0603889
067.9460000	-69.8193333
068.7737917	-70.4241389
068.8339583	-69.8021389
068.8813333	-69.7349722
068.9256667	-69.7247778
069.1252083	-68.6265833
069.1377917	-69.3121111
069.2172083	-68.0642778
069.2352917	-68.2408333
069.4175833	-69.9608056
069.4530417	-67.2144167
069.4625417	-69.2885000
069.5788333	-69.8879167
069.6345417	-69.3526667
069.6355000	-67.6463056
069.7367917	-69.6883889
069.7457500	-68.9568889
069.7636667	-68.3097778
069.8771250	-69.2303333
069.8790000	-69.2618333
069.9704167	-69.8319444
070.1978333	-68.9856389
070.2108333	-69.7379722
070.2265417	-69.1150833
070.3010000	-68.7997500
070.3312083	-67.3355833
070.3621667	-69.6317778
070.3976250	-70.0450833
070.4149167	-70.0969722
070.4370000	-69.1154167
070.4385000	-69.7418611
070.4913750	-69.4335556
070.5080000	-70.6469444
070.5262917	-67.9698611
070.5491250	-70.2338889
070.5620000	-68.4362778
070.5661667	-69.2170556
070.6583750	-68.5164722
070.6969167	-69.8168056
070.7238750	-67.4332778
070.7567083	-70.1671111
070.7660000	-68.8568333
070.7936667	-67.2335833
070.7947500	-67.2827778
070.8368750	-69.2299722
070.8567083	-69.8970556
070.8810417	-69.6246944
070.8982500	-70.6962500
070.9180000	-69.5706111
070.9340000	-70.3040833
070.9759167	-68.8208056
071.0200833	-69.8414167
071.0254583	-70.0955000
071.1419167	-67.0726111
071.1960000	-70.2308333
071.2195000	-69.0331944
071.2222500	-69.1915833
071.2287500	-68.6393611
071.2482500	-69.8321389
071.2531667	-68.1170278
071.3068333	-68.9143889
071.3276250	-69.2773889
071.3722500	-69.1470556
071.3723750	-68.3211944
071.3924167	-69.8983333
071.3942917	-70.3708889
071.4050000	-70.2510833
071.4111667	-68.6517500
071.5045000	-69.6488333
071.5263333	-68.7755000
071.6367917	-68.7493333
071.6604167	-67.1455278
071.6604167	-66.9635278
071.6629583	-70.2660000
071.6997083	-69.0953056
071.7355000	-68.1285556
071.7540417	-70.0979167
071.7787500	-69.2942778
071.7962083	-67.6674444
071.8058750	-66.6504167
071.8120000	-69.9965000
071.8177917	-69.8505000
071.8335417	-69.4869167
071.8335833	-69.9450000
071.8450833	-69.4361389
071.8506250	-69.7219722
071.8791667	-69.5133056
071.8795417	-68.9246389
071.9363333	-70.2020278
071.9422917	-68.3304167
071.9482083	-67.8660833
071.9908750	-70.3259722
072.0037500	-69.3207778
072.0082083	-67.8081389
072.0181667	-69.3071944
072.1113333	-67.5464167
072.1211250	-70.4786944
072.1287500	-68.5619167
072.1425417	-70.1711944
072.1426667	-69.3472778
072.1442917	-67.5298333
072.1483333	-67.5833333
072.1901667	-70.0059167
072.2037500	-66.7339167
072.2109167	-70.2480833
072.2139583	-69.3563333
072.2337917	-68.9018611
072.2359167	-68.9535000
072.2457500	-70.0722222
072.2673333	-69.3006667
072.2923333	-67.8648056
072.2967917	-68.9081389
072.3019167	-69.1610278
072.3043750	-70.1556944
072.3057083	-70.1499722
072.3160833	-68.1331389
072.3175000	-69.3387222
072.3207500	-69.2069167
072.3298333	-68.4745000
072.3342917	-69.9495000
072.3375833	-67.8717500
072.3435000	-69.1505000
072.3554583	-69.1306667
072.3837500	-67.7935833
072.3916667	-66.9758333
072.4000417	-70.6198333
072.4239167	-70.6272222
